system:index,area_ha,dNBR,fire_class,fire_date_str,fire_year,nbr_post,nbr_post2,nbr_post3,nbr_pre,sensor,severity,.geo
00000000000000000254,0.1,-0.4046341452431285,소규모,2017-03-03,2017,0.4808976373993853,0.06275137276307555,0.08264025422243977,0.07626349215625677,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.46471012935909,37.65291238225915]}"
00000000000000000257,0.1,-0.2052393168769316,소규모,2017-03-04,2017,0.37896669600203864,0.15839614640531136,0.2085624648118052,0.17372737912510705,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.37131425779467,37.04074469413683]}"
0000000000000000025e,0.1,-0.2101248769166808,소규모,2017-03-10,2017,0.4703599368464571,0.24565019326374612,0.2826193799837382,0.2602350599297763,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.06197749951504,37.76485811420591]}"
00000000000000000260,0.1,-0.38113249515794767,소규모,2017-03-10,2017,0.5078326134669703,0.09337357922635924,0.13037311668531568,0.1267001183090226,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.37302655259919,37.56538468768106]}"
00000000000000000261,0.1,0.005299412909886836,소규모,2017-03-10,2017,0.2607791568531781,0.23030731233915933,0.19633822636019418,0.26607856976306493,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[129.05709078835304,37.27394230192889]}"
0000000000000000026e,0.1,-0.21692926964809878,소규모,2017-03-13,2017,0.5088956535755651,0.29674001460196303,0.3090596754202652,0.2919663839274663,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.49818014186626,37.763484711081446]}"
0000000000000000026f,0.1,-0.3252087823415953,소규모,2017-03-14,2017,0.37254789150207535,0.0466081877696239,0.12498407734817188,0.04733910916048005,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.59024274221568,38.17492150618185]}"
00000000000000000271,0.1,-0.17677038017697072,소규모,2017-03-16,2017,0.5014192740741635,0.3015552591387072,0.32492375543293395,0.3246488938971928,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.72204485115347,37.41106411842341]}"
00000000000000000278,0.1,-0.28353648680847904,소규모,2017-03-16,2017,0.3763467560458259,0.060556293348631884,0.13257100134044794,0.09281026923734685,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.21053245111058,37.64318262376053]}"
0000000000000000027c,0.1,-0.13739822176870253,소규모,2017-03-17,2017,0.2552388155104832,0.08979910452100812,0.11681464605853904,0.11784059374178067,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.2866493060929,38.270413155241386]}"
0000000000000000027e,0.1,0.10141728722599858,소규모,2017-03-18,2017,0.31612622972073556,0.2693200511143674,0.00865537486902678,0.41754351694673414,Sentinel-2,low,"{""type"":""Point"",""coordinates"":[128.54902081432343,38.22495262000151]}"
00000000000000000281,0.1,-0.18019349239245225,소규모,2017-03-18,2017,0.2940424901709882,0.09243277829597471,0.12466168507935936,0.11384899777853597,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.20504329771377,37.7066891409637]}"
00000000000000000290,0.1,-0.32865940144973027,소규모,2017-03-19,2017,0.49954170180262136,0.14735587006995277,0.17968848080241373,0.1708823003528911,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.29711035716427,37.54980012949927]}"
000000000000000002a1,0.1,-0.2532781714878501,소규모,2017-03-25,2017,0.3759034074438855,0.12326285963676306,0.18544325966060213,0.12262523595603542,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.0092887614675,37.386440962406276]}"
000000000000000002a5,0.1,-0.15048181881413086,소규모,2017-03-29,2017,0.47482630792916475,0.32373342443843295,0.3312310694735321,0.3243444891150339,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.27435556448854,37.74737397897535]}"
000000000000000002b3,0.1,-0.25721457353135163,소규모,2017-04-10,2017,0.2684773815119363,0.06310772185135462,0.11860245182835923,0.011262807980584658,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.03561975318812,37.911388633923195]}"
000000000000000002b4,0.1,-0.26115656013295296,소규모,2017-04-24,2017,0.408275846194804,0.12121985613020841,0.19713961169062819,0.147119286061851,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.48903006650457,37.45064755847484]}"
000000000000000002b8,0.1,-0.20444884684889056,소규모,2017-04-04,2017,0.4146677869652818,0.21841356080272362,0.2149032422202851,0.21021894011639122,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.34952709004754,38.20034284128754]}"
000000000000000002c7,0.1,-0.25178423661131377,소규모,2017-06-23,2017,0.4215410537507892,0.2009569531160875,0.20399566191493793,0.1697568171394754,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.36572254507367,37.608236648804684]}"
000000000000000002d7,0.1,0.09658127558363701,소규모,2017-04-28,2017,0.1249957771608116,0.10336946011898142,0.1670125204299018,0.2215770527444486,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[128.44213616207233,37.85426754942855]}"
000000000000000002da,0.1,0.015205791700237503,소규모,2017-04-29,2017,0.34653306671999345,0.3047854465906555,0.30984404529394804,0.36173885842023096,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[128.3888588226858,38.44474617002692]}"
000000000000000002e0,0.1,-0.12044461230454609,소규모,2017-05-01,2017,0.20427102679803358,0.08142500819885166,0.13428178103060753,0.08382641449348749,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.51257412006679,37.50048247184816]}"
000000000000000002e1,0.1,-0.2286291293672944,소규모,2017-04-30,2017,0.35011997378235876,0.24014444583423905,0.21366040848466922,0.12149084441506436,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.05026790014868,38.01207959481105]}"
000000000000000002e5,0.1,-0.007465247250346474,소규모,2017-05-07,2017,0.3141486555361199,0.260826222294318,0.24369487701557013,0.30668340828577345,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.88731697259836,37.99005163560703]}"
000000000000000002e8,0.1,-0.19070843331046874,소규모,2017-05-02,2017,0.3239154070556818,0.15721956299481377,0.21018977553488574,0.13320697374521304,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.78465508904489,37.16502429959742]}"
000000000000000002f5,0.1,-0.053714656273209774,소규모,2017-05-03,2017,0.15916828036364733,0.15735618149507447,0.1839473721265647,0.10545362409043756,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[128.85840662271465,37.12131173197049]}"
000000000000000002f6,0.1,-0.0641227745379992,소규모,2017-05-05,2017,0.24210284258869133,0.23806337640720893,0.18871635879199267,0.17798006805069214,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[128.72524002885456,37.32912367746528]}"
000000000000000002ff,0.1,0.013707284360989475,소규모,2017-05-19,2017,0.20689173414769632,0.18587046347554975,0.12571382385106544,0.2205990185086858,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[129.06067590560002,37.05230714316843]}"
00000000000000000302,0.1,0.06679553692566514,소규모,2017-05-20,2017,0.26163397797596805,0.2832119335832121,0.2647047392002569,0.3284295149016332,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[128.04850455747834,38.21971317626371]}"
00000000000000000305,0.1,-1.6928989869635647E-4,소규모,2017-05-21,2017,0.2978412826503883,0.31270218591747745,0.22641313309068423,0.2976719927516919,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[128.24097719534927,37.89864006401139]}"
00000000000000000314,0.1,-0.12193674840187865,소규모,2017-06-04,2017,0.33071056523048453,0.2525752198126375,0.24373094249444197,0.20877381682860588,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.55061917025478,38.05193949912781]}"
0000000000000000032a,0.1,0.08536384008714001,소규모,2017-11-16,2017,0.16719908157577815,0.1899958022154182,0.1465325521515938,0.25256292166291816,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.33408522309946,37.59299544140399]}"
000000000000000002ce,0.12,0.023053549711227417,소규모,2017-04-23,2017,0.35490464509175157,0.37631438545996293,0.3380648894756698,0.377958194802979,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.99756824614484,38.17755237580338]}"
00000000000000000289,0.15,-0.24593547837897428,소규모,2017-03-18,2017,0.41667309518939194,0.15125797635570007,0.18728891056185948,0.17073761681041766,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.54621357841397,37.713409006251254]}"
00000000000000000296,0.15,-0.18295797466906663,소규모,2017-03-22,2017,0.42357479032614065,0.2668117915704733,0.296785246993013,0.24061681565707402,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.51581588653265,38.089824021677885]}"
000000000000000002aa,0.15,-0.2194252865644516,소규모,2017-03-30,2017,0.48553055228951103,0.220318349838701,0.2663419030133524,0.26610526572505944,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.72160785925021,37.473152641491595]}"
000000000000000002ad,0.15,-0.23767685440725805,소규모,2017-03-30,2017,0.48465106127928714,0.23148239826649894,0.26711546423012317,0.2469742068720291,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.06536641631563,37.69206774860945]}"
000000000000000002c8,0.15,-0.2822437396062281,소규모,2017-04-16,2017,0.33804649309477336,0.029649195598869003,0.09882119196826834,0.05580275348854523,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.19930889375904,37.41563469700318]}"
00000000000000000312,0.15,-0.19660714534850587,소규모,2017-06-03,2017,0.27188221434133314,0.09338318415197056,0.1117295331328754,0.07527506899282728,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.04608526336054,37.793793220941716]}"
00000000000000000330,0.15,0.09265835750244192,소규모,2017-11-16,2017,0.218778058374368,0.2446690224025856,0.25549708781028746,0.3114364158768099,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.58108820775297,37.487635801713175]}"
000000000000000002a9,0.16,-0.22118701854334757,소규모,2017-03-30,2017,0.4251647717279792,0.18595554470288234,0.2476793240053452,0.2039777531846316,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.5199494732092,37.41925994615965]}"
000000000000000002c1,0.16,-0.29267595928971296,소규모,2017-04-12,2017,0.4547716077815304,0.15235100587362704,0.1701051698593257,0.16209564849181746,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.30665283341864,37.587845179687264]}"
00000000000000000241,0.2,-0.25074342914187814,소규모,2017-01-10,2017,0.3882689115108064,0.09659993941549934,0.14817382295951548,0.13752548236892825,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.2609202930145,37.17161931005547]}"
00000000000000000245,0.2,-0.39126166737850465,소규모,2017-01-15,2017,0.4342706137073021,0.05136461477555952,0.06241504716558575,0.0430089463287974,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.11503188384893,38.20950183485132]}"
00000000000000000252,0.2,-0.08645970184026186,소규모,2017-02-28,2017,0.40500956837507546,0.3098601037836222,0.29236053708244897,0.3185498665348136,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[128.1739925793244,37.786801350489924]}"
00000000000000000262,0.2,-0.14546586142205292,소규모,2017-03-10,2017,0.46255090616048467,0.2799872517674711,0.31436150517912154,0.31708504473843174,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.82224531092544,37.63572700679917]}"
00000000000000000275,0.2,-0.2028893279197596,소규모,2017-03-15,2017,0.3346732858094921,0.1407914691604723,0.16079518494498724,0.13178395788973252,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.09236627319426,37.89471605508436]}"
00000000000000000277,0.2,-0.08523792682350462,소규모,2017-03-16,2017,0.3733489849486601,0.32259405576688144,0.30437136626773115,0.2881110581251555,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[128.17408622044653,37.19660811235898]}"
00000000000000000283,0.2,-0.18227627401401958,소규모,2017-03-18,2017,0.2974152472826009,0.1349190205947553,0.22414589485196737,0.1151389732685813,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.3330953026656,37.02368417350635]}"
0000000000000000028e,0.2,-0.2534461097260471,소규모,2017-03-19,2017,0.34181010080942675,0.05778244491386376,0.11470113965149624,0.08836399108337968,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.12777153555861,37.58898670955694]}"
00000000000000000293,0.2,-0.1108782522416823,소규모,2017-03-19,2017,0.450974670280972,0.3599710691465388,0.3607955931264982,0.3400964180392897,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[128.48253561761655,37.204393702798306]}"
000000000000000002a3,0.2,-0.3597323170462585,소규모,2017-03-27,2017,0.4767749677360977,0.13162326352142723,0.21249640658199084,0.11704265068983917,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.35046350126873,37.04606886079465]}"
000000000000000002ae,0.2,-0.2953709608641836,소규모,2017-04-03,2017,0.483005245124636,0.15723097423246513,0.19190657293714866,0.18763428426045242,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.32474786549355,37.47961833801907]}"
000000000000000002ba,0.2,-0.1714073080097025,소규모,2017-04-10,2017,0.31682170920725466,0.10153245384227456,0.14337706596549282,0.14541440119755217,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.53999759154549,37.479703060939094]}"
000000000000000002bb,0.2,-0.10998170743783114,소규모,2017-04-10,2017,0.29512204679216725,0.1915636260372928,0.17094867999368876,0.1851403393543361,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.9958069012287,37.426430180653576]}"
000000000000000002c2,0.2,-0.10103600960169007,소규모,2017-04-26,2017,0.5200276294628654,0.45280272402604854,0.44132320035467726,0.41899161986117534,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.89646704796004,37.83182043472551]}"
000000000000000002cd,0.2,-0.13613041311412719,소규모,2017-04-23,2017,0.35960264414998233,0.2790144534023924,0.24818043022059658,0.22347223103585515,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[128.6068375185824,37.17676065357009]}"
000000000000000002d2,0.2,-0.2007339898821603,소규모,2017-04-27,2017,0.45291921445946925,0.24200570595967552,0.27414065454264774,0.25218522457730896,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.78742419079907,37.57248357655815]}"
000000000000000002e9,0.2,-0.22102723152150358,소규모,2017-05-02,2017,0.34800286944834535,0.15380422936944635,0.18534998349256607,0.12697563792684177,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.50404831885257,37.885641784440594]}"
000000000000000002ef,0.2,-0.2304928654222082,소규모,2017-05-02,2017,0.3757079480598746,0.13778083722672638,0.22383920177134228,0.14521508263766641,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.69621327875085,37.56733331484142]}"
00000000000000000311,0.2,-0.2782937918105165,소규모,2017-06-03,2017,0.5413957320710397,0.28211498024659254,0.2810596000492484,0.26310194026052325,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.83931474975803,37.85152520228068]}"
00000000000000000323,0.2,-0.0434921388731383,소규모,2017-06-21,2017,0.35057782593878883,0.18553693490249484,0.16787477860875796,0.30708568706565054,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.73993476457986,37.42848582623922]}"
00000000000000000338,0.2,0.0899114386449387,소규모,2017-12-02,2017,0.1768703333695393,0.21700658383568566,0.19841744200695124,0.266781772014478,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.79931661330863,37.25023326162772]}"
0000000000000000024b,0.3,-0.1458359505463228,소규모,2017-02-12,2017,0.41739837910738065,0.2721268037941244,0.25066309937188147,0.27156242856105783,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.35741523981108,37.79265169107204]}"
00000000000000000259,0.3,-0.02830212936757065,소규모,2017-04-24,2017,0.34035408055664645,0.25551109619883255,0.3089468400781637,0.3120519511890758,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[128.82798663532805,37.84369056172978]}"
00000000000000000267,0.3,0.033362547692190436,소규모,2017-03-11,2017,0.40882807668468796,0.422494692433544,0.40980569957064455,0.4421906243768784,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[128.07813082487743,38.134290177382844]}"
00000000000000000269,0.3,-0.15999155088975284,소규모,2017-03-11,2017,0.34868974970594513,0.1701922611718213,0.1904798836684977,0.1886981988161923,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.59091160737373,37.49431553509124]}"
0000000000000000026c,0.3,-0.21848878687177883,소규모,2017-03-12,2017,0.46713738200238825,0.27148817031065764,0.30152811297348636,0.2486485951306094,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.59170532736124,37.83885689618784]}"
0000000000000000026d,0.3,-0.08511976797806106,소규모,2017-03-13,2017,0.27271624319901017,0.24287740425453536,0.22694043026873817,0.1875964752209491,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[128.60578962983485,37.10970915102942]}"
00000000000000000270,0.3,-0.16716862442611996,소규모,2017-03-14,2017,0.4724925063292343,0.33183733881192723,0.33730108418342536,0.3053238819031143,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.58458414297887,37.84188908490419]}"
00000000000000000272,0.3,-0.2098143973355773,소규모,2017-03-14,2017,0.39825958024556635,0.16239990397401025,0.20512341771438747,0.18844518290998905,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.58500775757895,37.699139882880225]}"
00000000000000000282,0.3,-0.08512474426382938,소규모,2017-03-18,2017,0.22421030817329038,0.08142017077624977,0.16861820373277833,0.139085563909461,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.60419081031088,37.411670556166676]}"
0000000000000000028a,0.3,-0.06299432885614142,소규모,2017-03-19,2017,0.20375823148917646,0.16214514510783298,0.15086610360907124,0.14076390263303504,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[128.44602449819092,37.63169597944686]}"
000000000000000002b0,0.3,-0.16366727069174059,소규모,2017-04-03,2017,0.43944277850639385,0.3039119694459656,0.32420642090565505,0.27577550781465326,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.24459552405786,38.07050719591435]}"
000000000000000002b9,0.3,-0.07258451776953595,소규모,2017-04-08,2017,0.3283723826722298,0.3290997966799526,0.3113058398786283,0.25578786490269384,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[128.2009567633946,37.36218345267553]}"
000000000000000002ca,0.3,-0.23892797946092537,소규모,2017-04-22,2017,0.4965415124471152,0.3045717354976482,0.3786805678013641,0.25761353298618983,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.29005160019666,38.03119130192612]}"
000000000000000002ec,0.3,0.007918580212534554,소규모,2017-05-02,2017,0.458542640168404,0.4679096465781107,0.4612836649468839,0.46646122038093857,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[128.44844579006295,38.46502170251692]}"
000000000000000002f8,0.3,-0.07437832755793805,소규모,2017-05-05,2017,0.3175896670701045,0.2726456639895113,0.2655202627272641,0.24321133951216645,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[128.13142154156716,37.175458596062484]}"
0000000000000000030d,0.3,-0.21212499397207613,소규모,2017-06-01,2017,0.3842850958993073,0.17714014847262577,0.2105338339290583,0.1721601019272312,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.81948512737337,37.289914801902334]}"
00000000000000000313,0.3,0.03011001869874569,소규모,2017-06-04,2017,0.3255810623898542,0.3444510651999713,0.2559095280787604,0.35569108108859987,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[128.231189468537,38.044987760585485]}"
00000000000000000317,0.3,-0.1556780834050144,소규모,2017-06-04,2017,0.3461194353851166,0.24160712260125597,0.20635208209253356,0.19044135198010217,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[128.68587954385578,37.01734779090941]}"
00000000000000000325,0.3,-0.3143440945504691,소규모,2017-06-20,2017,0.36986979746280746,0.08110890505076383,0.06973159056969963,0.05552570291233836,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.19408282732442,37.31738286439156]}"
00000000000000000333,0.3,0.023947585793053394,소규모,2017-11-20,2017,0.27696507945504456,0.2975976890894703,0.2834066073385339,0.30091266524809795,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[128.45397953447028,37.116553871146465]}"
00000000000000000263,0.4,-0.2550065923819268,소규모,2017-03-11,2017,0.38442175059400185,0.1276604131060872,0.13867577605168638,0.12941515821207505,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.6949647304559,37.69610769416388]}"
000000000000000002c6,0.4,-0.14297309840623706,소규모,2017-04-14,2017,0.3881163558380326,0.2906674954031234,0.3411300223499557,0.24514325743179555,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.68024523787847,37.17480310820763]}"
0000000000000000026b,0.5,-0.34269182459444136,소규모,2017-03-12,2017,0.556286907585587,0.24778219561433507,0.3344812353833539,0.21359508299114557,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.17390093595651,37.052967090124326]}"
0000000000000000029e,0.5,-0.26879339054855433,소규모,2017-03-23,2017,0.47655553863022626,0.17418607681844114,0.22176612763469217,0.20776214808167193,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.06210681344558,37.696789936625066]}"
0000000000000000029f,0.5,-0.013873254670292962,소규모,2017-03-23,2017,0.22220006978738602,0.16182250113244387,0.170931922914712,0.20832681511709306,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[128.08811921123714,37.56744479236775]}"
000000000000000002a6,0.5,-0.23183325039161226,소규모,2017-03-29,2017,0.3823754933800301,0.1303365281875421,0.1757760797786151,0.1505422429884178,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.3850081571298,37.51351196512633]}"
000000000000000002b6,0.5,-0.3880640554767408,소규모,2017-04-04,2017,0.454265493664253,0.023861691350129312,0.08532699892464601,0.06620143818751223,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.21722110269076,37.41284329974373]}"
000000000000000002d8,0.5,-0.010748963963378738,소규모,2017-04-29,2017,0.23654072204366416,0.20010101079734582,0.268837696318425,0.22579175808028543,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.67890304846136,37.84278536421593]}"
000000000000000002e2,0.5,-0.0903309352562599,소규모,2017-05-03,2017,0.4495608905070605,0.34122174065573135,0.3761611286288838,0.3592299552508006,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.65194778259328,37.364091947926404]}"
000000000000000002e3,0.5,0.057268369099848504,소규모,2017-05-01,2017,0.3304364678423366,0.4182997361343187,0.31906927100927973,0.3877048369421851,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[128.11519933193472,38.064924401395444]}"
000000000000000002ed,0.5,-0.06689490696464886,소규모,2017-05-03,2017,0.20172306107888827,0.2123041668053084,0.1948502835946479,0.1348281541142394,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[128.77165481171986,37.13841238451046]}"
000000000000000002f3,0.5,-0.23190942307678974,소규모,2017-05-03,2017,0.40679858836401833,0.17396619908764296,0.23361908856136046,0.1748891652872286,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.38782184989451,37.71680684125398]}"
000000000000000002fb,0.5,-0.11115809751387934,소규모,2017-05-06,2017,0.4146243036566437,0.2809488308536408,0.30392445907518,0.30346620614276437,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.31820636424814,37.72785649366441]}"
00000000000000000318,0.5,-0.0015481923722763247,소규모,2017-06-15,2017,0.5516918577011934,0.5834123778323103,0.5624949786110134,0.5501436653289171,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[129.33800969561906,37.14190831973635]}"
00000000000000000331,0.5,0.024979140036942626,소규모,2017-11-16,2017,0.2936220056338613,0.3002088601961073,0.29879012284655815,0.31860114567080394,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[128.12159368284537,37.745260365076014]}"
0000000000000000027f,0.6,-0.22046956110415522,소규모,2017-03-18,2017,0.2987937420097744,0.057784261650912584,0.09221476096777047,0.07832418090561916,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.30695605229027,37.618572845046565]}"
00000000000000000294,0.6,-0.1918493294439565,소규모,2017-03-19,2017,0.3030149511518904,0.09561635528257607,0.14696034987492482,0.11116562170793394,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.54135315826574,37.70021006713304]}"
000000000000000002a4,0.6,-0.24119872475800372,소규모,2017-03-29,2017,0.3360888744347468,0.12887259387162395,0.17025529395113156,0.09489014967674306,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.06587921293679,37.993975644534075]}"
000000000000000002a8,0.6,-0.27324438770787585,소규모,2017-04-04,2017,0.47716938848491763,0.20368938235586048,0.2198435388038664,0.20392500077704181,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.66017482403689,37.58893320034431]}"
000000000000000002df,0.7,-0.11019211372912349,소규모,2017-04-30,2017,0.2553940680364189,0.14592132294836263,0.20839716946524875,0.1452019543072954,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.08940543009476,37.13799768811248]}"
00000000000000000300,0.7,-0.08994657795098249,소규모,2017-05-19,2017,0.3174279723949385,0.29358886226327924,0.2909451013587595,0.227481394443956,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[128.74404405799692,37.57205996195807]}"
0000000000000000028f,0.9,-0.2790009391212237,소규모,2017-03-19,2017,0.38380368388096037,0.07384884494518305,0.14165669826744834,0.10480274475973667,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.00879380125058,37.785093514786446]}"
000000000000000002b1,0.9,-0.3551636607689031,소규모,2017-04-04,2017,0.4509187288765067,0.12492389743052681,0.1139875398482469,0.09575506810760358,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.39028773277708,37.64732958774023]}"
00000000000000000255,1.0,-0.10644435106322062,소규모,2017-03-06,2017,0.2342561610018303,0.17050832597525242,0.1566853041538514,0.1278118099386097,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[128.0565443166777,37.096407652587]}"
0000000000000000029b,1.0,-0.35584239678178464,소규모,2017-03-23,2017,0.5099814439789271,0.11943692568263813,0.18050706257079535,0.15413904719714244,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.46140593547848,37.43401957064655]}"
000000000000000002bf,1.0,-0.2907599989375229,소규모,2017-04-12,2017,0.4380533911708176,0.12719071873934115,0.16693225974275538,0.14729339223329468,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.17152869419607,37.713578452091284]}"
000000000000000002d5,1.0,-0.1555886886846831,소규모,2017-04-28,2017,0.3372571889839157,0.15933415118477923,0.23687236597855443,0.18166850029923262,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.36388539543962,37.32417407529596]}"
0000000000000000028b,1.5,-0.20023331380793508,소규모,2017-03-19,2017,0.3900606423159115,0.17640572528055176,0.21614174261644997,0.1898273285079764,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.64355575441071,38.11579382621315]}"
000000000000000002cc,1.5,-0.3116200982672611,소규모,2017-04-23,2017,0.4385957361941029,0.142533775896764,0.18150644875558497,0.12697563792684177,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.50404831885257,37.885641784440594]}"
00000000000000000287,2.0,-0.1628233883514706,소규모,2017-03-18,2017,0.4538743780701872,0.2596789073923362,0.2691787014795993,0.2910509897187166,Sentinel-2,unburned,"{""type"":""Point"",""coordinates"":[127.42540315357296,37.574646240569066]}"
