system:index,area_ha,fire_class,fire_date_str,fire_year,ndvi_post1,ndvi_post2,ndvi_post3,ndvi_pre,sensor,.geo
000000000000000003c7,0.1,소규모,2019-01-22,2019,0.3922505580423271,0.40464482916023026,0.5092179039844349,0.4736884576683743,Sentinel-2,"{""type"":""Point"",""coordinates"":[129.0717300171115,37.15043412095056]}"
000000000000000003cc,0.1,소규모,2019-01-25,2019,0.3700012816311661,0.3898652466203719,0.4120167703894497,0.33556230196770975,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.86366144150982,37.35417490718354]}"
000000000000000003cd,0.1,소규모,2019-01-27,2019,0.5229661951662359,0.5094190363779926,0.5456007608704121,0.5053173591821726,Sentinel-2,"{""type"":""Point"",""coordinates"":[128.11213147040996,37.25392093819892]}"
000000000000000003cf,0.1,소규모,2019-01-25,2019,0.5162211132096458,0.512452680082288,0.5464086211876971,0.5141660367588683,Sentinel-2,"{""type"":""Point"",""coordinates"":[128.0531063497655,37.152788526306765]}"
000000000000000003e7,0.1,소규모,2019-02-27,2019,0.40723187664776,0.391000985404476,0.4212459749392008,0.36092614850879523,Sentinel-2,"{""type"":""Point"",""coordinates"":[128.4068245408301,37.60412535763339]}"
000000000000000003f2,0.1,소규모,2019-03-03,2019,0.3531358321777722,0.3565976123637436,0.3534614428019319,0.3106145033749561,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.92098318555188,37.36130946886906]}"
000000000000000003f3,0.1,소규모,2019-03-03,2019,0.4350859348631927,0.4531005256068132,0.444510749656428,0.4298762607715954,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.51048280167271,37.70659549984158]}"
000000000000000003f5,0.1,소규모,2019-03-04,2019,0.42843336209990546,0.4039138808557593,0.397442362340401,0.38417432312889394,Sentinel-2,"{""type"":""Point"",""coordinates"":[128.04922693184898,37.495773661135715]}"
000000000000000003f7,0.1,소규모,2019-03-04,2019,0.3956843274958414,0.412052929522651,0.3807585250053242,0.3517792821229862,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.00680058307967,37.42705445480105]}"
000000000000000003ff,0.1,소규모,2019-03-08,2019,0.44030440530539905,0.46945804073442515,0.4533736982031563,0.45175914786027743,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.48291663896032,37.650330562749204]}"
00000000000000000400,0.1,소규모,2019-03-08,2019,0.35253779868614527,0.3759866863176678,0.3588609039676626,0.32445462331770686,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.10165458068859,37.44866325850606]}"
00000000000000000403,0.1,소규모,2019-03-09,2019,0.37347037793780846,0.3867925963071291,0.4240554726678889,0.34252462146198487,Sentinel-2,"{""type"":""Point"",""coordinates"":[128.82537360211072,37.7344381268193]}"
00000000000000000408,0.1,소규모,2019-03-12,2019,0.5045604906904196,0.5486164872805989,0.5281808873974004,0.6135859861123841,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.79060352985019,37.90993496697976]}"
0000000000000000043b,0.1,소규모,2019-04-17,2019,0.45827495242293503,0.45342871979852944,0.44904271540380836,0.4633480233959945,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.5075442540785,37.67947524723453]}"
00000000000000000455,0.1,소규모,2019-05-06,2019,0.4332036673477484,0.43666189839098696,0.4789300507098967,0.3800924512420925,Sentinel-2,"{""type"":""Point"",""coordinates"":[128.03069936697193,37.369848647386405]}"
00000000000000000460,0.1,소규모,2019-05-11,2019,0.4191682894972009,0.39131460183827316,0.44939915606805286,0.3626469265592369,Sentinel-2,"{""type"":""Point"",""coordinates"":[128.70143734743124,37.247566719197756]}"
00000000000000000464,0.1,소규모,2019-05-12,2019,0.4808292191540644,0.4617691772177278,0.5107627749504922,0.4376912579509244,Sentinel-2,"{""type"":""Point"",""coordinates"":[128.6534930929046,37.245025031597294]}"
0000000000000000046c,0.1,소규모,2019-05-23,2019,0.4559484366124258,0.44668702150120804,0.48883551002621695,0.395447690856014,Sentinel-2,"{""type"":""Point"",""coordinates"":[128.86069860065612,37.406306257599375]}"
0000000000000000046d,0.1,소규모,2019-05-24,2019,0.3655115721849749,0.3429955895549267,0.38043717662839677,0.32146635360522563,Sentinel-2,"{""type"":""Point"",""coordinates"":[128.4983252944468,37.169140049869746]}"
00000000000000000471,0.1,소규모,2019-06-03,2019,0.3779291066679231,0.370972037991458,0.3792624726276719,0.32754624771997837,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.29003376379245,37.52898058668073]}"
00000000000000000476,0.1,소규모,2019-07-04,2019,0.4121825307751293,0.46315517043921955,0.4092551368543612,0.4068941550856795,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.31691322494262,37.58519647366152]}"
00000000000000000479,0.1,소규모,2019-07-08,2019,0.48883566840849807,0.5040074885093152,0.501644299392132,0.4877475889420771,Sentinel-2,"{""type"":""Point"",""coordinates"":[128.10430574806117,37.26654019418017]}"
00000000000000000489,0.1,소규모,2019-11-28,2019,0.4444230568077317,0.4507952639246293,0.38400254781256243,0.40678625773510213,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.21961563995643,37.46777942472218]}"
0000000000000000048b,0.1,소규모,2019-12-04,2019,0.49363703386169444,0.43915541794410584,0.3674460850237602,0.44170493685110224,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.9693911865881,38.16307367468284]}"
0000000000000000048c,0.1,소규모,2019-12-05,2019,0.6133714444431735,0.695880379484364,0.6945998525959807,0.5780921005082476,Sentinel-2,"{""type"":""Point"",""coordinates"":[129.01112637469413,37.24300059971903]}"
00000000000000000496,0.1,소규모,2019-12-31,2019,0.5634033258663835,0.5645140728397079,0.5605982775807294,0.5603611348544681,Sentinel-2,"{""type"":""Point"",""coordinates"":[128.8536398436885,37.78116058765731]}"
000000000000000003dd,0.12,소규모,2019-02-10,2019,0.3373648018173068,0.34739203617617603,0.34544908665914587,0.3234575517200782,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.7026433024699,37.25693529051105]}"
00000000000000000438,0.12,소규모,2019-04-17,2019,0.3502416913637011,0.37319534679132016,0.39812768935850157,0.3272779478207825,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.36553972193046,37.577473310636954]}"
000000000000000003de,0.15,소규모,2019-02-13,2019,0.23953620454940439,0.2399060425807042,0.245108410306435,0.2091627328162031,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.03817035899068,37.18017632497703]}"
000000000000000003fb,0.15,소규모,2019-03-07,2019,0.41168820016984997,0.4371013012075715,0.4447672262396292,0.3854660598444904,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.61000993718564,37.49427986228281]}"
0000000000000000040b,0.15,소규모,2019-03-13,2019,0.4224360118374014,0.42487033574684213,0.4110596835430935,0.4346856871197954,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.3829212978368,37.592781404553435]}"
0000000000000000040e,0.15,소규모,2019-03-28,2019,0.4551575787522821,0.4860148775864695,0.4884337007063437,0.44466696805807987,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.40935930798267,37.54147052873142]}"
0000000000000000044d,0.15,소규모,2019-05-05,2019,0.4371216992380372,0.41607579197831723,0.4629475807271242,0.41200628352414903,Sentinel-2,"{""type"":""Point"",""coordinates"":[128.31613088450405,37.656519795011384]}"
0000000000000000044f,0.15,소규모,2019-05-06,2019,0.5371375441175739,0.5421964263540047,0.6073212965508397,0.4993742792279325,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.72240603833878,37.52218045757422]}"
00000000000000000466,0.15,소규모,2019-05-14,2019,0.459822470317067,0.44587145355031044,0.47408102900903976,0.4082236134962135,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.61033099246146,37.489843056734635]}"
0000000000000000047f,0.15,소규모,2019-08-23,2019,0.43599439174406157,0.4507555309115169,0.39403700168998346,0.3942169717667349,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.81292578972374,37.45863826756262]}"
000000000000000003ec,0.16,소규모,2019-03-02,2019,0.4448047613715013,0.4712506074628589,0.4259835340689574,0.45106291802772464,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.3326627698634,37.66600876205312]}"
0000000000000000040a,0.16,소규모,2019-03-13,2019,0.3480886224019196,0.4148139200552193,0.3434444233159226,0.33595741444869875,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.2305671921437,37.865254774424244]}"
00000000000000000433,0.16,소규모,2019-04-09,2019,0.45067722797224846,0.47487292182442975,0.46340898455092794,0.4471450471356482,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.15298775201585,37.798546622664695]}"
00000000000000000482,0.16,소규모,2019-09-29,2019,0.5130091594477207,0.5668013207943525,0.44734533470093163,0.4699741309663489,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.38326018951685,38.07548801179105]}"
00000000000000000306,0.2,소규모,2019-04-17,2019,0.4991598939277302,0.47860117735618213,0.5300440602355988,0.44143571070352344,Sentinel-2,"{""type"":""Point"",""coordinates"":[128.513776079597,37.228446093880585]}"
000000000000000003bc,0.2,소규모,2019-01-07,2019,0.4466173801379654,0.44710464678112843,0.4723312131760142,0.5449688312521823,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.32468097897774,37.59494852766541]}"
000000000000000003c1,0.2,소규모,2019-01-15,2019,0.49085349248384536,0.5027789462386053,0.5591676365186132,0.5591667094864022,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.23901718863998,37.527138977945654]}"
000000000000000003d2,0.2,소규모,2019-01-27,2019,0.5524721994226238,0.5402627337353983,0.5795435155510581,0.5511709329580192,Sentinel-2,"{""type"":""Point"",""coordinates"":[128.10182648787543,37.24192595636515]}"
000000000000000003d3,0.2,소규모,2019-01-27,2019,0.3512388804733723,0.4573162484720329,0.3755298103721603,0.3582770512563316,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.03824170460754,38.03698813329561]}"
000000000000000003e1,0.2,소규모,2019-02-23,2019,0.3922358821683402,0.4263614286427478,0.39665731347844563,0.4027797076887749,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.16823787761865,37.77211307161986]}"
00000000000000000422,0.2,소규모,2019-04-04,2019,0.41126564916101577,0.4695894903349327,0.42165073901012,0.39822960378576977,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.28786664068048,37.90200222620569]}"
00000000000000000439,0.2,소규모,2019-04-16,2019,0.49798300577223753,0.6180828918377338,0.3891036182631433,0.3698376418830231,Sentinel-2,"{""type"":""Point"",""coordinates"":[128.38118025067172,38.56810274156944]}"
00000000000000000449,0.2,소규모,2019-05-02,2019,0.4535614579084187,0.4475846808042979,0.47908371997940635,0.38782883052012623,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.55815505103511,37.746557963482566]}"
00000000000000000462,0.2,소규모,2019-05-11,2019,0.47238023197605594,0.4809525799224052,0.5222377513094267,0.45319024951974335,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.36086212492539,37.734112612442395]}"
0000000000000000046f,0.2,소규모,2019-07-09,2019,0.3032366573624807,0.31905627126230923,0.290581961747223,0.3121806315821189,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.20623387769504,37.80689851893779]}"
00000000000000000474,0.2,소규모,2019-06-04,2019,0.5485953259358707,0.5263914042538211,0.6021771680950898,0.5237451997993368,Sentinel-2,"{""type"":""Point"",""coordinates"":[128.79341968396173,37.3359505611781]}"
00000000000000000483,0.25,소규모,2019-11-07,2019,0.2878104492599134,0.3529715852331408,0.2961288157299413,0.2942670502633865,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.38827667820198,37.68515614197662]}"
000000000000000003a4,0.3,소규모,2019-04-04,2019,0.42996577720111534,0.4875208231842513,0.4092650226637388,0.3765016543587895,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.0454743665162,38.13595342207577]}"
00000000000000000406,0.3,소규모,2019-03-09,2019,0.43696444673233187,0.5080988853662722,0.46336922234609745,0.4560005202308544,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.27502888874761,37.850593250160514]}"
00000000000000000416,0.3,소규모,2019-03-29,2019,0.47629613953591954,0.4900279437316415,0.4921358794470692,0.47356548232961226,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.2341389320875,37.665446915320395]}"
0000000000000000042b,0.3,소규모,2019-04-07,2019,0.5225749377312359,0.5168074451466349,0.5622424215012339,0.5029214596051176,Sentinel-2,"{""type"":""Point"",""coordinates"":[128.62605624412274,37.06485059443175]}"
00000000000000000434,0.3,소규모,2019-04-12,2019,0.3662997944116591,0.4155877105842074,0.37259591455658586,0.28994599678903843,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.95415889738952,38.04587512169512]}"
00000000000000000442,0.3,소규모,2019-04-21,2019,0.4684672826055545,0.49166873231648434,0.5198674604424633,0.4514352228532822,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.59977184116691,37.61785047067591]}"
000000000000000003d6,0.4,소규모,2019-01-29,2019,0.3378244264578843,0.32472158054813727,0.3261439103747405,0.29098322748776084,Sentinel-2,"{""type"":""Point"",""coordinates"":[128.14915984555776,37.605677124799996]}"
000000000000000003ef,0.4,소규모,2019-03-02,2019,0.43564461773858837,0.5397671476200055,0.429811922456906,0.45895859601732747,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.6850120169046,38.166230718228675]}"
000000000000000003c0,0.5,소규모,2019-01-10,2019,0.47453794330689286,0.4874601802381511,0.5302668412772803,0.5247913611670447,Sentinel-2,"{""type"":""Point"",""coordinates"":[128.50742631969686,38.29659253752616]}"
000000000000000003d8,0.5,소규모,2019-01-30,2019,0.5323055920162725,0.5354369369636333,0.5986414570058737,0.5510587180245052,Sentinel-2,"{""type"":""Point"",""coordinates"":[128.99131904781473,37.508727349695974]}"
00000000000000000428,0.5,소규모,2019-04-04,2019,0.4409812732111972,0.47879092926141376,0.4894443642991673,0.416244112972905,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.78696044428952,37.221797574209894]}"
00000000000000000430,0.5,소규모,2019-04-08,2019,0.6177994321636792,0.6529244484881876,0.5935959157033942,0.553486350455551,Sentinel-2,"{""type"":""Point"",""coordinates"":[128.11794167908258,38.02071241445053]}"
00000000000000000441,0.5,소규모,2019-04-20,2019,0.5316541587195887,0.4914145117009331,0.5316386446165748,0.47809118970144204,Sentinel-2,"{""type"":""Point"",""coordinates"":[128.35958928337092,37.04108804491795]}"
0000000000000000046b,0.5,소규모,2019-05-22,2019,0.3398125185771777,0.33369921814118925,0.3427663859677098,0.31330090945279887,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.45238517404736,37.402458053390255]}"
00000000000000000497,0.5,소규모,2019-12-31,2019,0.5261327647206694,0.5509188372871864,0.5592560909480273,0.5297974991085945,Sentinel-2,"{""type"":""Point"",""coordinates"":[128.46951950164154,38.22688341075765]}"
000000000000000003f4,0.6,소규모,2019-03-04,2019,0.5307540003497236,0.5395343174951129,0.5185686247658384,0.5030118437164509,Sentinel-2,"{""type"":""Point"",""coordinates"":[128.07510309526214,37.67721002389937]}"
0000000000000000041b,0.6,소규모,2019-04-02,2019,0.5069699892086337,0.5397218805157419,0.5067081314217806,0.5023907601187909,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.36998544568075,37.75676038669285]}"
0000000000000000042f,0.6,소규모,2019-04-08,2019,0.3377638671738076,0.3751744393182373,0.3495815266759243,0.2960030852687955,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.12149758037641,37.35590949749333]}"
0000000000000000047e,0.6,소규모,2019-07-09,2019,0.5108929670770459,0.49602737106823586,0.48861118265877507,0.4906367316268773,Sentinel-2,"{""type"":""Point"",""coordinates"":[128.3859425705968,37.165162531730076]}"
00000000000000000417,0.7,소규모,2019-03-29,2019,0.3906599262664923,0.41217882656174776,0.4035630321055805,0.3717731170528635,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.40356247661319,37.34774934256552]}"
0000000000000000041f,0.7,소규모,2019-04-03,2019,0.3528629277689304,0.34223640216373585,0.3658403321445238,0.3006945335227717,Sentinel-2,"{""type"":""Point"",""coordinates"":[128.09900833600966,37.52926596914815]}"
0000000000000000042e,0.7,소규모,2019-04-09,2019,0.4462010921779016,0.48380484739004276,0.49908369829301924,0.4676942306087569,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.49150040848819,37.639445897077735]}"
000000000000000003bd,0.8,소규모,2019-01-08,2019,0.2708271745743829,0.23364081805819725,0.30266997712397314,0.3196146390032047,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.3280476002731,37.55630595793624]}"
000000000000000003e0,0.8,소규모,2019-02-14,2019,0.36896599040574696,0.4052817465325081,0.38704624685395733,0.38350157320026446,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.07909598845922,37.90507900593257]}"
00000000000000000392,1.0,소규모,2019-02-27,2019,0.45874742530750545,0.48349026196661377,0.4694671308625155,0.4569406311309453,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.65251408842707,37.93629717240774]}"
000000000000000003c8,1.0,소규모,2019-01-24,2019,0.49966337141815886,0.5423165898731521,0.4972698513534814,0.47432627216259765,Sentinel-2,"{""type"":""Point"",""coordinates"":[128.18792281101537,38.2243015912477]}"
000000000000000003f8,1.0,소규모,2019-03-05,2019,0.3554974162465455,0.38805707896636804,0.37987018491302765,0.36311167571666203,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.2290823114929,37.75642149501279]}"
0000000000000000040f,1.0,소규모,2019-03-17,2019,0.5841036255981958,0.6100673019349382,0.587998078635765,0.6000970005193947,Sentinel-2,"{""type"":""Point"",""coordinates"":[128.56025328987704,38.17047578243156]}"
00000000000000000411,1.0,소규모,2019-03-19,2019,0.461081176124195,0.4763496438884319,0.43036643362165583,0.4498050136281945,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.38782184989451,37.71680684125398]}"
0000000000000000041d,1.0,소규모,2019-04-02,2019,0.3853741797833959,0.497377125475325,0.3840760043589382,0.32425431116925274,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.2560554137652,38.02819924511926]}"
00000000000000000458,1.0,소규모,2019-05-07,2019,0.3749766575019972,0.4188111948867339,0.3939632218759326,0.3552975420545534,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.21697139303174,37.96427357241706]}"
00000000000000000432,1.5,소규모,2019-04-09,2019,0.40466589523637964,0.4028860218194941,0.41853062850508765,0.36711632715614767,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.10757626688756,37.12168629645898]}"
00000000000000000457,1.5,소규모,2019-05-07,2019,0.518939002877995,0.5489652902516189,0.5646175043457566,0.49221400113011077,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.83931474975803,37.85152520228068]}"
0000000000000000045b,1.5,소규모,2019-05-07,2019,0.2841158435521974,0.40371501903487905,0.40955178972004547,0.4005019589598059,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.7272798357902,37.34842712592565]}"
000000000000000003d0,2.0,소규모,2019-01-27,2019,0.5046045717888958,0.5454489771541531,0.5507884007064572,0.5511474012690072,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.78174775515804,37.95703199230626]}"
0000000000000000045f,2.0,소규모,2019-05-11,2019,0.41608626261637016,0.41407411874734523,0.4288788807644304,0.3823723182222923,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.12060130106468,37.878226299388714]}"
0000000000000000048f,2.0,소규모,2019-12-11,2019,0.5853249235915297,0.6265484751675061,0.5975788869891774,0.5974297376171823,Sentinel-2,"{""type"":""Point"",""coordinates"":[128.63694090979422,37.467841852136935]}"
000000000000000001f1,1.2,소규모,2020-10-24,2020,0.6270052404338028,0.7494786276712857,0.6490262111236468,0.5209250836336079,Sentinel-2,"{""type"":""Point"",""coordinates"":[129.15407177716443,37.35830403475904]}"
0000000000000000047a,0.11,소규모,2020-03-21,2020,0.5598706231488897,0.44605763596089076,0.389112309200693,0.4523005255448382,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.23758135810077,38.1022069453033]}"
000000000000000004bc,0.67,소규모,2020-03-08,2020,0.5606022321479995,0.5007180245707366,0.433018740004873,0.49601625962187085,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.67389547797835,38.06913379278989]}"
000000000000000004c0,3.75,소규모,2020-04-01,2020,0.4479055286856208,0.44697246672618923,0.3974219597065792,0.4504710853591721,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.09130500714353,37.116607380359106]}"
000000000000000004c4,0.43,소규모,2020-03-15,2020,0.4871373768935935,0.471205543229637,0.43020510243168425,0.46757117033383705,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.57445752448652,37.66985250716119]}"
000000000000000004cc,2.2,소규모,2020-03-19,2020,0.4846637047799155,0.47326765362700624,0.4266096576340684,0.453279030740765,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.81294362612796,37.41193810222989]}"
000000000000000004d2,0.17,소규모,2020-03-21,2020,0.4340066739052786,0.4135684915063007,0.3800228568622899,0.41530371677763717,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.14458234653011,37.662445940311414]}"
000000000000000004e2,0.33,소규모,2020-03-26,2020,0.3905724849681851,0.3766795448638059,0.3339840835125878,0.35854017470866184,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.29058223322201,37.6380323620438]}"
000000000000000004e3,1.4,소규모,2020-03-25,2020,0.4206773101405833,0.4978306709940946,0.41900008220001755,0.4812008708917517,Sentinel-2,"{""type"":""Point"",""coordinates"":[128.7404544816489,37.10489778099276]}"
000000000000000004e4,9.85,소규모,2020-03-26,2020,0.5192219464112627,0.4569775478153929,0.40812938725316555,0.4659144787069355,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.33335838962773,38.19244131422084]}"
000000000000000004e7,0.28,소규모,2020-03-29,2020,0.5745512635870427,0.5651138750123501,0.5041935062278255,0.5417057850581298,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.45735707172196,37.78579805275289]}"
000000000000000004e8,0.54,소규모,2020-03-29,2020,0.3245110766760156,0.3120430816057765,0.2835422659326669,0.3073634069464179,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.41445160138572,37.72931461970889]}"
000000000000000004eb,2.11,소규모,2020-03-31,2020,0.4131054929645083,0.34144605988656856,0.3079992009573247,0.3628956015218233,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.23326494828103,38.2260450997596]}"
000000000000000004ee,0.17,소규모,2020-04-01,2020,0.48840251652877803,0.49016925700271163,0.43414623774009864,0.4557318595327331,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.2590251750668,37.33170549697524]}"
000000000000000004f1,0.11,소규모,2020-04-03,2020,0.4963949639575416,0.4676417778747094,0.44016592610123156,0.4568328132881878,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.30478001097622,37.82771806175633]}"
000000000000000004f7,6.2,소규모,2020-04-04,2020,0.3783877176958162,0.3360572573851766,0.3074635537371325,0.38687151807924375,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.20470440603371,37.75594437120007]}"
000000000000000004fa,2.7,소규모,2020-04-05,2020,0.36904361996532997,0.3615616909683765,0.32392469491864445,0.3548869276411712,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.17600117255269,37.371387037249846]}"
000000000000000004ff,0.13,소규모,2020-04-08,2020,0.30997073887655113,0.30877966192070755,0.2646606885625113,0.2738225803206427,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.00070053283856,37.37302798643751]}"
0000000000000000050d,1.3,소규모,2020-04-13,2020,0.42052976492486055,0.4387750415421848,0.41482097595021816,0.4513602238385351,Sentinel-2,"{""type"":""Point"",""coordinates"":[128.0414101277023,37.562196430427846]}"
00000000000000000510,2.75,소규모,2020-04-13,2020,0.443216097779393,0.453993050263082,0.3982788727769464,0.4221768621732536,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.39278037026597,37.673406410700785]}"
00000000000000000515,3.56,소규모,2020-04-14,2020,0.5921721097927978,0.6145892832771389,0.5492676305411508,0.593076114036564,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.00437037300557,37.323228745872626]}"
0000000000000000051f,1.7,소규모,2020-04-24,2020,0.4468216767579933,0.5319801557764408,0.4610932697213337,0.4906010388225663,Sentinel-2,"{""type"":""Point"",""coordinates"":[128.43518888263105,37.058362602399]}"
00000000000000000531,0.59,소규모,2020-04-30,2020,0.5266537809248134,0.49683526936748135,0.44476233776357255,0.4980828860513306,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.55885958900154,37.94192901703825]}"
00000000000000000535,3.77,소규모,2020-05-01,2020,0.5746952138437151,0.5916437153907085,0.5645905174743876,0.5711107475970271,Sentinel-2,"{""type"":""Point"",""coordinates"":[129.3443683737213,37.00609747895156]}"
0000000000000000055e,0.11,소규모,2020-11-08,2020,0.5587685333096628,0.5611563909194769,0.5682266029075076,0.5197398490270015,Sentinel-2,"{""type"":""Point"",""coordinates"":[129.015286715977,37.515968929806775]}"
0000000000000000055f,1.4,소규모,2020-11-08,2020,0.46761694430674144,0.3884953573457436,0.3952732337160327,0.43943916067403166,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.4717688863267,37.73148174282087]}"
00000000000000000563,0.18,소규모,2020-11-09,2020,0.45837047479322096,0.43188697944199567,0.4292981271995859,0.46385620014251516,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.33573063138817,37.822978037336526]}"
00000000000000000477,0.01,소규모,2020-04-16,2020,0.4583999860773955,0.4682097175040578,0.4229844313515154,0.5284143459130068,Sentinel-2,"{""type"":""Point"",""coordinates"":[128.12814410229288,38.094153808800776]}"
0000000000000000049d,0.01,소규모,2020-01-18,2020,0.3363448388849173,0.3384748893264554,0.2907464957043052,0.3205474075517962,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.18526272544071,37.99286532837176]}"
000000000000000004a4,0.01,소규모,2020-01-26,2020,0.43712853527858225,0.4399628197030333,0.3895805990699098,0.3930123195511491,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.17095792926123,37.79353459308062]}"
000000000000000004a7,0.01,소규모,2020-01-31,2020,0.62456979022146,0.607339172597137,0.6125689880049552,0.6684546269728009,Sentinel-2,"{""type"":""Point"",""coordinates"":[128.1968008812128,37.726616863571564]}"
000000000000000004ae,0.01,소규모,2020-02-09,2020,0.38204265634368056,0.3750019822393136,0.3088650155306788,0.3339977833858382,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.1834612486151,37.44374932914517]}"
000000000000000004af,0.01,소규모,2020-02-10,2020,0.29320221007502106,0.28865135751728305,0.2513252825754167,0.2850449785302915,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.045456530112,37.119724291995475]}"
000000000000000004b7,0.01,소규모,2020-03-05,2020,0.34553543606554915,0.3099634147709969,0.2689721577380743,0.3353352783504504,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.48887399796772,37.330403439467624]}"
000000000000000004bf,0.01,소규모,2020-03-09,2020,0.27564584190070296,0.25191860522167603,0.22210835752718783,0.2811469402068959,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.30492716131096,37.09539543664786]}"
000000000000000004cd,0.01,소규모,2020-03-19,2020,0.459743206397219,0.4341761372696429,0.39340795376298826,0.415196081017596,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.37579565435338,37.37770558344258]}"
000000000000000004d1,0.01,소규모,2020-03-21,2020,0.5074729232831214,0.5047723031877852,0.45276167662203276,0.5043571620694802,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.54302978026182,37.5139935480401]}"
000000000000000004d8,0.01,소규모,2020-03-23,2020,0.431592928307836,0.4412556908954376,0.3647759943590211,0.42145908669068854,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.51996730961339,37.55924450553047]}"
